time,voltage
58.27,217.22
58.3,219.21
58.33,211.66
58.37,210.75
58.4,207.23
58.43,215.78
58.47,219.71
58.5,217.32
58.53,216.0
58.57,217.71
58.6,217.3
58.63,212.23
58.67,213.77
58.7,205.56
58.73,217.73
58.77,218.62
58.8,216.05
58.83,214.08
58.87,212.53
58.9,212.79
58.93,214.46
58.97,211.72
59.0,221.44
59.03,218.27
59.07,221.38
59.1,215.15
59.13,204.87
59.17,218.14
59.2,228.29
59.23,221.98
59.27,213.27
59.3,215.8
59.33,216.26
59.37,212.83
59.4,223.54
59.43,216.72
59.47,221.94
59.5,217.82
59.53,217.96
59.57,213.14
59.6,214.28
59.63,212.2
59.67,222.33
59.7,218.11
59.73,217.9
59.77,214.53
59.8,219.05
59.83,212.98
59.87,213.81
59.9,217.34
59.93,210.11
59.97,218.49
60.0,226.77
60.03,229.72
60.07,217.42
60.1,223.74
60.13,217.7
60.17,221.08
60.2,215.43
60.23,219.24
60.27,228.54
60.3,222.22
60.33,217.33
60.37,216.21
60.4,224.85
60.43,220.4
60.47,217.5
60.5,224.8
60.53,227.59
60.57,226.99
60.6,231.09
60.63,218.17
60.67,226.07
60.7,227.36
60.73,218.53
60.77,228.39
60.8,220.33
60.83,227.32
60.87,228.51
60.9,216.3
60.93,222.63
60.97,220.7
61.0,225.86
61.03,227.97
61.07,221.97
61.1,223.77
61.13,229.93
61.17,220.35
61.2,230.82
61.23,229.32
61.27,226.9
61.3,222.15
61.33,229.37
61.37,224.11
61.4,235.04
61.43,222.73
61.47,224.5
61.5,222.36
61.53,226.81
61.57,218.48
61.6,224.28
61.63,228.95
61.67,223.9
61.7,231.07
61.73,215.16
61.77,234.23
61.8,231.44
61.83,220.69
61.87,239.91
61.9,232.21
61.93,227.77
61.97,230.36
62.0,227.83
62.03,218.98
62.07,212.91
62.1,224.52
62.13,212.21
62.17,210.56
62.2,222.9
62.23,214.48
62.27,214.82
62.3,218.61
62.33,217.91
62.37,216.39
62.4,219.07
62.43,212.74
62.47,211.72
62.5,205.9
62.53,209.11
62.57,216.81
62.6,210.58
62.63,209.46
62.67,213.51
62.7,218.87
62.73,222.26
62.77,224.0
62.8,214.45
62.83,214.97
62.87,216.18
62.9,221.72
62.93,211.19
62.97,215.74
63.0,221.02
63.03,215.6
63.07,215.92
63.1,215.68
63.13,215.31
63.17,223.94
63.2,210.89
63.23,221.65
63.27,214.6
63.3,218.03
63.33,218.29
63.37,216.0
63.4,209.47
63.43,216.92
63.47,225.21
63.5,206.44
63.53,220.42
63.57,203.38
63.6,217.2
63.63,222.12
63.67,211.42
63.7,214.06
63.73,217.27
63.77,216.28
63.8,208.81
63.83,213.6
63.87,216.38
63.9,220.0
63.93,210.83
63.97,207.98
64.0,223.32
64.03,222.39
64.07,231.36
64.1,228.04
64.13,226.2
64.17,216.71
64.2,229.96
64.23,226.71
64.27,230.53
64.3,235.0
64.33,229.01
64.37,225.56
64.4,230.87
64.43,217.52
64.47,225.98
64.5,225.42
64.53,227.62
64.57,226.45
64.6,222.07
64.63,221.32
64.67,220.43
64.7,232.52
64.73,214.91
64.77,223.83
64.8,226.78
64.83,222.01
64.87,223.02
64.9,223.19
64.93,209.52
64.97,236.34
65.0,227.85
65.03,221.57
65.07,218.2
65.1,219.43
65.13,229.64
65.17,227.92
65.2,230.57
65.23,235.2
65.27,224.6
65.3,221.74
65.33,224.13
65.37,229.25
65.4,220.75
65.43,222.62
65.47,216.83
65.5,221.7
65.53,227.44
65.57,229.44
65.6,232.41
65.63,221.69
65.67,224.06
65.7,223.19
65.73,221.09
65.77,226.4
65.8,225.77
65.83,216.5
65.87,218.51
65.9,228.94
65.93,225.11
65.97,224.89
66.0,204.58
66.03,215.78
66.07,216.72
66.1,209.01
66.13,210.96
66.17,211.5
66.2,213.18
66.23,206.18
66.27,207.74
66.3,211.6
66.33,218.49
66.37,209.73
66.4,213.23
66.43,214.77
66.47,208.27
66.5,217.45
66.53,225.34
66.57,211.37
66.6,220.94
66.63,213.34
66.67,211.16
66.7,212.63
66.73,221.87
66.77,218.47
66.8,214.36
66.83,211.32
66.87,213.04
66.9,216.22
66.93,221.97
66.97,220.32
67.0,208.75
67.03,210.04
67.07,215.83
67.1,209.07
67.13,213.5
67.17,215.65
67.2,220.11
67.23,213.53
67.27,217.39
67.3,208.62
67.33,217.91
67.37,212.28
67.4,212.68
67.43,218.53
67.47,218.37
67.5,211.69
67.53,218.9
67.57,216.23
67.6,218.7
67.63,210.85
67.67,214.07
67.7,208.36
67.73,214.99
67.77,217.56
67.8,216.59
67.83,220.75
67.87,225.78
67.9,211.67
67.93,207.65
67.97,219.29
68.0,222.26
68.03,222.22
68.07,216.63
68.1,214.26
68.13,219.01
68.17,201.72
68.2,214.68
68.23,220.85
68.27,219.12
68.3,211.11
68.33,211.63
68.37,210.87
68.4,206.86
68.43,214.72
68.47,208.63
68.5,221.9
68.53,202.37
68.57,213.33
68.6,218.25
68.63,213.12
68.67,219.76
68.7,214.35
68.73,213.83
68.77,216.85
68.8,224.95
68.83,210.41
68.87,227.43
68.9,219.13
68.93,203.03
68.97,214.72
69.0,224.31
69.03,224.32
69.07,227.81
69.1,234.42
69.13,224.16
69.17,226.27
69.2,228.06
69.23,222.65
69.27,219.41
69.3,228.83
69.33,219.8
69.37,219.91
69.4,225.86
69.43,226.87
69.47,223.57
69.5,225.45
69.53,214.25
69.57,230.01
69.6,231.38
69.63,226.11
69.67,226.07
69.7,220.24
69.73,226.11
69.77,226.41
69.8,217.96
69.83,215.84
69.87,235.6
69.9,231.09
69.93,225.31
69.97,225.69
70.0,227.4
70.03,221.81
70.07,222.18
70.1,226.07
70.13,225.34
70.17,226.43
70.2,230.91
70.23,226.82
70.27,226.66
70.3,219.9
70.33,218.57
70.37,226.73
70.4,232.14
70.43,223.36
70.47,220.64
70.5,218.25
70.53,219.35
70.57,220.57
70.6,230.79
70.63,220.6
70.67,223.75
70.7,227.55
70.73,224.58
70.77,223.18
70.8,220.64
70.83,225.26
70.87,229.22
70.9,219.04
70.93,220.62
70.97,233.82
71.0,219.67
71.03,203.34
71.07,215.37
71.1,223.27
71.13,207.56
71.17,215.42
71.2,208.19
71.23,217.9
71.27,214.4
71.3,211.34
71.33,211.53
71.37,213.89
71.4,220.78
71.43,208.04
71.47,219.62
71.5,222.08
71.53,221.81
71.57,219.22
71.6,217.04
71.63,218.1
71.67,214.26
71.7,213.3
71.73,218.79
71.77,205.15
71.8,206.1
71.83,214.5
71.87,215.41
71.9,205.58
71.93,222.17
71.97,220.67
72.0,214.73
72.03,217.07
72.07,211.99
72.1,214.61
72.13,212.37
72.17,223.01
72.2,216.51
72.23,206.88
72.27,217.09
72.3,211.67
72.33,221.7
72.37,213.98
72.4,212.29
72.43,214.93
72.47,214.11
72.5,208.84
72.53,201.95
72.57,220.6
72.6,213.84
72.63,214.54
72.67,217.92
72.7,219.03
72.73,211.49
72.77,213.37
72.8,216.75
72.83,230.54
72.87,217.29
72.9,221.53
72.93,226.32
72.97,217.31
73.0,206.92
73.03,205.75
73.07,226.4
73.1,220.48
73.13,215.64
73.17,219.43
73.2,215.37
73.23,212.55
73.27,223.12
73.3,224.28
73.33,210.02
73.37,210.37
73.4,210.79
73.43,225.14
73.47,214.33
73.5,215.32
73.53,213.54
73.57,216.64
73.6,207.21
73.63,217.25
73.67,213.07
73.7,212.98
73.73,215.29
73.77,220.91
73.8,216.27
73.83,209.32
73.87,226.39
73.9,209.73
73.93,208.66
73.97,213.33
74.0,223.12
74.03,218.94
74.07,230.01
74.1,223.88
74.13,218.35
74.17,229.05
74.2,215.09
74.23,227.14
74.27,226.54
74.3,234.43
74.33,223.16
74.37,232.41
74.4,224.46
74.43,232.44
74.47,223.88
74.5,221.56
74.53,241.2
74.57,223.57
74.6,218.46
74.63,224.21
74.67,228.03
74.7,220.79
74.73,220.71
74.77,221.6
74.8,218.87
74.83,216.73
74.87,225.06
74.9,230.87
74.93,224.43
74.97,226.47
75.0,219.64
75.03,212.39
75.07,215.17
75.1,212.53
75.13,216.78
75.17,208.79
75.2,218.69
75.23,212.99
75.27,213.41
75.3,214.04
75.33,218.94
75.37,208.03
75.4,207.49
75.43,213.13
75.47,212.75
75.5,213.5
75.53,215.31
75.57,206.01
75.6,221.23
75.63,215.49
75.67,209.07
75.7,210.86
75.73,225.14
75.77,214.66
75.8,218.95
75.83,204.98
75.87,214.29
75.9,217.12
75.93,219.51
75.97,224.04
76.0,224.23
76.03,235.15
76.07,223.54
76.1,218.11
76.13,226.62
76.17,225.64
76.2,225.91
76.23,222.97
76.27,225.3
76.3,226.39
76.33,228.72
76.37,230.07
76.4,222.75
76.43,238.6
76.47,223.18
76.5,237.42
76.53,220.56
76.57,226.63
76.6,229.94
76.63,219.8
76.67,229.6
76.7,216.34
76.73,219.32
76.77,232.97
76.8,227.98
76.83,219.27
76.87,215.86
76.9,220.1
76.93,220.08
76.97,230.92
77.0,217.8
77.03,224.16
77.07,218.84
77.1,219.29
77.13,224.61
77.17,223.06
77.2,224.11
77.23,227.96
77.27,225.82
77.3,214.04
77.33,231.67
77.37,222.74
77.4,220.97
77.43,225.96
77.47,219.15
77.5,231.63
77.53,232.02
77.57,233.66
77.6,226.54
77.63,227.76
77.67,224.72
77.7,228.15
77.73,229.38
77.77,227.89
77.8,222.59
77.83,223.13
77.87,225.77
77.9,227.08
77.93,226.67
77.97,227.97
78.0,223.48
78.03,235.2
78.07,222.16
78.1,226.53
78.13,219.09
78.17,223.14
78.2,222.01
78.23,222.01
78.27,216.84
78.3,219.91
78.33,214.74
78.37,225.15
78.4,230.32
78.43,229.25
78.47,226.3
78.5,217.59
78.53,220.94
78.57,232.17
78.6,223.94
78.63,232.64
78.67,229.86
78.7,223.16
78.73,217.81
78.77,229.28
78.8,224.52
78.83,223.79
78.87,224.51
78.9,211.44
78.93,220.85
78.97,224.0
79.0,206.79
79.03,217.84
79.07,212.41
79.1,222.81
79.13,216.86
79.17,209.9
79.2,218.41
79.23,213.71
79.27,225.27
79.3,210.93
79.33,213.72
79.37,213.0
79.4,214.9
79.43,209.33
79.47,208.92
79.5,219.4
79.53,216.36
79.57,214.95
79.6,217.26
79.63,211.86
79.67,216.81
79.7,216.81
79.73,227.06
79.77,221.71
79.8,215.09
79.83,211.31
79.87,210.76
79.9,216.03
79.93,220.79
79.97,213.24
80.0,218.25
80.03,211.43
80.07,219.06
80.1,208.44
80.13,213.21
80.17,212.35
80.2,217.45
80.23,213.19
80.27,212.86
80.3,216.43
80.33,214.77
80.37,214.78
80.4,213.08
80.43,210.77
80.47,207.61
80.5,210.34
80.53,215.72
80.57,218.46
80.6,222.36
80.63,210.85
80.67,217.24
80.7,221.95
80.73,227.06
80.77,213.2
80.8,212.91
80.83,210.39
80.87,227.54
80.9,215.07
80.93,222.41
80.97,215.41
81.0,218.38
81.03,223.22
81.07,228.05
81.1,222.48
81.13,230.14
81.17,224.38
81.2,225.7
81.23,223.76
81.27,220.8
81.3,226.97
81.33,213.89
81.37,224.84
81.4,229.37
81.43,219.22
81.47,225.59
81.5,224.34
81.53,221.27
81.57,218.15
81.6,215.06
81.63,228.21
81.67,223.74
81.7,222.16
81.73,231.46
81.77,223.26
81.8,218.75
81.83,221.65
81.87,220.03
81.9,229.84
81.93,219.44
81.97,224.73
82.0,218.59
82.03,216.13
82.07,209.29
82.1,217.07
82.13,221.0
82.17,215.38
82.2,209.22
82.23,213.35
82.27,220.03
82.3,215.96
82.33,216.23
82.37,222.89
82.4,228.78
82.43,211.61
82.47,217.01
82.5,218.97
82.53,215.09
82.57,219.51
82.6,211.85
82.63,215.65
82.67,219.69
82.7,221.4
82.73,216.68
82.77,207.96
82.8,210.93
82.83,212.9
82.87,215.43
82.9,211.52
82.93,223.92
82.97,212.99
83.0,224.2
83.03,217.96
83.07,212.12
83.1,209.96
83.13,206.68
83.17,222.2
83.2,215.65
83.23,214.89
83.27,208.97
83.3,226.09
83.33,209.09
83.37,218.07
83.4,210.0
83.43,201.08
83.47,218.48
83.5,224.11
83.53,214.64
83.57,214.41
83.6,220.46
83.63,213.48
83.67,217.66
83.7,212.63
83.73,219.26
83.77,214.54
83.8,217.64
83.83,221.54
83.87,210.33
83.9,219.23
83.93,219.28
83.97,211.46
84.0,224.39
84.03,225.75
84.07,224.89
84.1,222.87
84.13,235.6
84.17,230.04
84.2,222.25
84.23,221.01
84.27,226.95
84.3,222.66
84.33,227.94
84.37,217.03
84.4,224.78
84.43,236.2
84.47,223.9
84.5,226.06
84.53,216.1
84.57,227.12
84.6,227.25
84.63,225.98
84.67,221.81
84.7,228.22
84.73,226.25
84.77,231.95
84.8,214.76
84.83,225.2
84.87,224.33
84.9,220.42
84.93,225.41
84.97,227.21
85.0,224.25
85.03,228.26
85.07,230.0
85.1,225.83
85.13,222.81
85.17,222.43
85.2,233.06
85.23,222.81
85.27,222.75
85.3,235.04
85.33,226.48
85.37,220.59
85.4,216.6
85.43,239.09
85.47,226.46
85.5,227.9
85.53,223.4
85.57,232.92
85.6,220.01
85.63,226.0
85.67,220.75
85.7,220.59
85.73,229.01
85.77,231.16
85.8,227.15
85.83,228.81
85.87,232.85
85.9,228.93
85.93,222.06
85.97,218.09
86.0,221.96
86.03,222.23
86.07,224.47
86.1,222.63
86.13,221.28
86.17,218.17
86.2,226.27
86.23,228.08
86.27,224.05
86.3,227.48
86.33,221.14
86.37,226.39
86.4,230.99
86.43,227.92
86.47,220.64
86.5,232.48
86.53,227.65
86.57,220.23
86.6,223.2
86.63,230.56
86.67,219.17
86.7,233.16
86.73,230.93
86.77,228.01
86.8,218.47
86.83,231.53
86.87,226.23
86.9,231.61
86.93,224.13
86.97,220.41
87.0,223.37
87.03,216.88
87.07,215.03
87.1,213.71
87.13,209.0
87.17,214.55
87.2,218.52
87.23,215.93
87.27,215.58
87.3,211.44
87.33,220.35
87.37,211.42
87.4,216.05
87.43,213.43
87.47,221.5
87.5,205.83
87.53,218.85
87.57,213.06
87.6,214.4
87.63,217.11
87.67,213.85
87.7,210.6
87.73,213.45
87.77,220.75
87.8,204.69
87.83,221.07
87.87,212.25
87.9,206.77
87.93,212.12
87.97,220.82
88.0,224.91
88.03,220.08
88.07,229.75
88.1,220.78
88.13,231.63
88.17,220.98
88.2,226.36
88.23,219.4
88.27,217.12
88.3,213.5
88.33,221.95
88.37,219.96
88.4,224.4
88.43,225.66
88.47,224.79
88.5,223.45
88.53,225.57
88.57,221.51
88.6,224.04
88.63,225.52
88.67,228.17
88.7,229.99
88.73,223.45
88.77,225.9
88.8,222.56
88.83,217.24
88.87,226.3
88.9,229.62
88.93,224.44
88.97,231.62
89.0,216.33
89.03,220.67
89.07,209.21
89.1,210.67
89.13,205.49
89.17,218.89
89.2,212.75
89.23,215.85
89.27,218.26
89.3,224.42
89.33,210.26
89.37,219.15
89.4,212.79
89.43,208.28
89.47,216.72
89.5,221.56
89.53,226.79
89.57,220.38
89.6,216.63
89.63,206.78
89.67,208.91
89.7,212.2
89.73,206.96
89.77,218.98
89.8,223.87
89.83,215.24
89.87,213.81
89.9,211.69
89.93,212.32
89.97,216.11
90.0,211.82
90.03,213.8
90.07,207.64
90.1,219.72
90.13,215.72
90.17,216.06
90.2,222.17
90.23,210.46
90.27,211.77
90.3,211.73
90.33,213.08
90.37,215.03
90.4,216.03
90.43,211.53
90.47,215.39
90.5,214.74
90.53,208.37
90.57,203.09
90.6,212.12
90.63,211.76
90.67,207.16
90.7,217.86
90.73,210.4
90.77,211.59
90.8,227.81
90.83,218.52
90.87,212.91
90.9,217.14
90.93,215.27
90.97,217.75
91.0,212.86
91.03,223.69
91.07,216.56
91.1,215.07
91.13,215.78
91.17,211.63
91.2,210.65
91.23,219.53
91.27,214.4
91.3,211.54
91.33,214.72
91.37,211.06
91.4,215.52
91.43,217.3
91.47,219.43
91.5,222.1
91.53,212.49
91.57,210.23
91.6,218.68
91.63,213.36
91.67,219.52
91.7,216.44
91.73,207.1
91.77,210.94
91.8,210.4
91.83,205.56
91.87,213.99
91.9,208.65
91.93,220.89
91.97,203.39
92.0,230.43
92.03,231.98
92.07,231.78
92.1,220.3
92.13,226.1
92.17,218.94
92.2,225.5
92.23,221.77
92.27,231.11
92.3,228.69
92.33,237.53
92.37,220.61
92.4,221.68
92.43,226.95
92.47,219.87
92.5,213.16
92.53,229.6
92.57,222.0
92.6,221.18
92.63,224.82
92.67,219.68
92.7,227.48
92.73,215.14
92.77,220.01
92.8,221.01
92.83,218.61
92.87,223.37
92.9,224.06
92.93,223.24
92.97,220.12
93.0,229.15
93.03,219.57
93.07,227.41
93.1,231.29
93.13,221.58
93.17,217.46
93.2,230.64
93.23,232.74
93.27,224.92
93.3,224.93
93.33,219.92
93.37,230.66
93.4,222.76
93.43,228.41
93.47,214.98
93.5,223.45
93.53,222.42
93.57,225.42
93.6,224.37
93.63,221.22
93.67,226.86
93.7,225.06
93.73,223.17
93.77,227.43
93.8,219.14
93.83,227.23
93.87,225.9
93.9,228.16
93.93,224.47
93.97,219.63
94.0,215.34
94.03,210.62
94.07,217.12
94.1,213.15
94.13,215.38
94.17,212.41
94.2,226.06
94.23,215.05
94.27,208.34
94.3,218.85
94.33,216.56
94.37,214.07
94.4,213.54
94.43,209.76
94.47,211.79
94.5,221.16
94.53,210.36
94.57,221.57
94.6,201.94
94.63,211.53
94.67,217.05
94.7,218.93
94.73,214.8
94.77,210.31
94.8,203.99
94.83,219.41
94.87,225.31
94.9,225.23
94.93,210.96
94.97,214.93
95.0,221.4
95.03,208.22
95.07,215.8
95.1,220.91
95.13,213.97
95.17,217.3
95.2,208.03
95.23,214.16
95.27,219.64
95.3,216.33
95.33,214.87
95.37,213.46
95.4,208.64
95.43,221.98
95.47,214.18
95.5,209.76
95.53,217.32
95.57,220.33
95.6,208.31
95.63,224.07
95.67,209.39
95.7,217.16
95.73,213.63
95.77,209.19
95.8,211.86
95.83,210.76
95.87,212.87
95.9,223.13
95.93,217.97
95.97,209.91
96.0,229.73
96.03,226.27
96.07,222.47
96.1,221.38
96.13,224.94
96.17,227.89
96.2,228.27
96.23,216.91
96.27,230.61
96.3,221.72
96.33,222.34
96.37,227.76
96.4,221.81
96.43,223.73
96.47,228.82
96.5,218.19
96.53,223.26
96.57,227.22
96.6,231.9
96.63,222.71
96.67,228.17
96.7,226.89
96.73,228.92
96.77,226.11
96.8,225.37
96.83,222.05
96.87,220.76
96.9,226.84
96.93,224.43
96.97,220.13
97.0,217.84
97.03,220.42
97.07,220.72
97.1,227.08
97.13,229.58
97.17,215.65
97.2,230.51
97.23,222.05
97.27,233.17
97.3,222.14
97.33,233.16
97.37,218.83
97.4,224.08
97.43,226.64
97.47,229.31
97.5,218.78
97.53,229.48
97.57,234.21
97.6,226.59
97.63,226.2
97.67,231.15
97.7,224.68
97.73,233.62
97.77,228.18
97.8,216.56
97.83,226.15
97.87,234.18
97.9,224.79
97.93,214.3
97.97,226.15
98.0,217.84
98.03,217.24
98.07,215.1
98.1,212.22
98.13,209.83
98.17,221.24
98.2,215.92
98.23,214.15
98.27,209.87
98.3,214.02
98.33,220.42
98.37,205.93
98.4,218.17
98.43,212.81
98.47,220.05
98.5,210.47
98.53,220.87
98.57,215.28
98.6,223.35
98.63,207.38
98.67,204.52
98.7,212.42
98.73,206.79
98.77,215.28
98.8,210.27
98.83,219.15
98.87,208.17
98.9,220.85
98.93,212.88
98.97,215.55
99.0,215.34
99.03,218.99
99.07,208.21
99.1,219.18
99.13,229.48
99.17,214.38
99.2,214.63
99.23,215.19
99.27,215.26
99.3,210.76
99.33,212.94
99.37,223.37
99.4,213.07
99.43,219.79
99.47,206.64
99.5,211.48
99.53,214.15
99.57,212.07
99.6,214.75
99.63,209.41
99.67,209.1
99.7,215.91
99.73,210.87
99.77,213.21
99.8,214.07
99.83,221.21
99.87,216.03
99.9,202.75
99.93,216.77
99.97,214.98
100.0,222.15
100.03,218.82
100.07,213.49
100.1,217.68
100.13,214.28
100.17,214.32
100.2,216.81
100.23,214.89
100.27,211.71
100.3,226.78
100.33,206.03
100.37,221.7
100.4,213.34
100.43,211.75
100.47,211.1
100.5,216.67
100.53,219.05
100.57,216.76
100.6,211.47
100.63,216.58
100.67,214.75
100.7,211.04
100.73,206.93
100.77,214.12
100.8,209.38
100.83,222.18
100.87,213.1
100.9,215.4
100.93,212.81
100.97,214.23
101.0,219.24
101.03,226.85
101.07,228.33
101.1,225.38
101.13,224.52
101.17,227.61
101.2,228.24
101.23,229.03
101.27,230.7
101.3,218.0
101.33,228.55
101.37,220.15
101.4,222.73
101.43,224.5
101.47,222.44
101.5,221.02
101.53,221.78
101.57,231.8
101.6,217.22
101.63,233.19
101.67,223.11
101.7,225.8
101.73,230.11
101.77,219.23
101.8,229.99
101.83,232.96
101.87,219.09
101.9,229.51
101.93,224.38
101.97,224.92
102.0,227.54
102.03,226.68
102.07,223.12
102.1,234.5
102.13,226.18
102.17,216.62
102.2,220.84
102.23,212.77
102.27,225.77
102.3,223.38
102.33,224.91
102.37,239.76
102.4,227.69
102.43,225.32
102.47,222.32
102.5,235.31
102.53,221.51
102.57,225.02
102.6,229.02
102.63,227.22
102.67,226.27
102.7,221.13
102.73,225.77
102.77,220.69
102.8,225.86
102.83,217.64
102.87,231.37
102.9,226.93
102.93,225.34
102.97,227.49
103.0,220.34
103.03,221.48
103.07,222.97
103.1,221.84
103.13,209.68
103.17,216.28
103.2,221.16
103.23,214.67
103.27,217.75
103.3,219.16
103.33,212.77
103.37,215.94
103.4,214.15
103.43,214.09
103.47,208.36
103.5,214.76
103.53,213.83
103.57,207.12
103.6,215.39
103.63,219.43
103.67,216.92
103.7,221.06
103.73,213.78
103.77,208.56
103.8,213.68
103.83,213.02
103.87,217.65
103.9,211.48
103.93,209.32
103.97,218.72
104.0,207.69
104.03,204.82
104.07,209.59
104.1,220.38
104.13,208.49
104.17,210.73
104.2,207.1
104.23,210.99
104.27,215.63
104.3,213.52
104.33,209.28
104.37,216.42
104.4,218.72
104.43,213.3
104.47,208.5
104.5,218.62
104.53,214.47
104.57,214.76
104.6,212.28
104.63,210.82
104.67,213.85
104.7,211.33
104.73,209.52
104.77,218.32
104.8,225.27
104.83,215.7
104.87,214.95
104.9,220.19
104.93,215.85
104.97,220.04
105.0,218.75
105.03,222.66
105.07,216.3
105.1,205.48
105.13,215.02
105.17,209.82
105.2,211.88
105.23,217.75
105.27,220.46
105.3,205.83
105.33,219.86
105.37,219.31
105.4,213.34
105.43,215.7
105.47,215.26
105.5,202.92
105.53,214.91
105.57,212.99
105.6,218.26
105.63,224.14
105.67,214.83
105.7,209.02
105.73,215.31
105.77,218.34
105.8,212.3
105.83,216.28
105.87,210.16
105.9,211.07
105.93,218.63
105.97,221.53
106.0,223.53
106.03,233.98
106.07,228.55
106.1,220.5
106.13,228.15
106.17,231.59
106.2,217.11
106.23,230.05
106.27,227.2
106.3,221.61
106.33,223.72
106.37,224.95
106.4,219.38
106.43,229.7
106.47,222.06
106.5,217.39
106.53,231.79
106.57,224.81
106.6,224.59
106.63,219.5
106.67,225.52
106.7,226.37
106.73,219.3
106.77,224.33
106.8,223.66
106.83,222.25
106.87,227.37
106.9,239.75
106.93,233.67
106.97,221.32
107.0,223.18
107.03,217.26
107.07,216.43
107.1,221.06
107.13,213.87
107.17,216.7
107.2,220.85
107.23,224.43
107.27,212.39
107.3,216.22
107.33,217.01
107.37,215.14
107.4,215.69
107.43,216.65
107.47,206.81
107.5,215.16
107.53,213.18
107.57,213.74
107.6,208.69
107.63,206.09
107.67,224.58
107.7,218.89
107.73,209.63
107.77,210.73
107.8,218.43
107.83,215.08
107.87,213.52
107.9,213.1
107.93,206.71
107.97,218.75
108.0,228.81
108.03,230.03
108.07,225.95
108.1,222.64
108.13,227.75
108.17,222.91
108.2,226.62
108.23,223.43
108.27,225.79
108.3,235.92
108.33,229.28
108.37,228.61
108.4,221.41
108.43,226.16
108.47,229.92
108.5,220.44
108.53,224.67
108.57,223.65
108.6,224.02
108.63,221.12
108.67,229.27
108.7,233.6
108.73,220.65
108.77,223.37
108.8,225.7
108.83,214.26
108.87,222.9
108.9,231.17
108.93,220.45
108.97,236.67
109.0,221.82
109.03,222.08
109.07,230.99
109.1,231.16
109.13,222.23
109.17,224.09
109.2,233.27
109.23,221.71
109.27,222.34
109.3,218.31
109.33,228.62
109.37,220.73
109.4,230.38
109.43,228.27
109.47,232.65
109.5,229.19
109.53,231.31
109.57,232.41
109.6,224.71
109.63,228.35
109.67,222.65
109.7,220.89
109.73,231.04
109.77,226.89
109.8,224.35
109.83,215.15
109.87,224.64
109.9,227.07
109.93,234.9
109.97,217.85
110.0,229.57
110.03,214.7
110.07,228.52
110.1,221.6
110.13,227.83
110.17,229.76
110.2,235.91
110.23,228.5
110.27,227.94
110.3,228.54
110.33,224.5
110.37,233.65
110.4,227.51
110.43,228.74
110.47,216.57
110.5,230.55
110.53,221.58
110.57,219.34
110.6,224.76
110.63,221.02
110.67,224.05
110.7,222.09
110.73,232.8
110.77,233.16
110.8,228.27
110.83,222.06
110.87,215.87
110.9,230.12
110.93,215.72
110.97,223.84
111.0,220.92
111.03,207.53
111.07,214.19
111.1,207.22
111.13,221.46
111.17,209.11
111.2,211.41
111.23,218.21
111.27,210.36
111.3,209.31
111.33,207.57
111.37,211.32
111.4,220.84
111.43,217.18
111.47,207.97
111.5,211.3
111.53,216.32
111.57,214.39
111.6,214.27
111.63,206.24
111.67,214.77
111.7,222.73
111.73,212.66
111.77,214.17
111.8,211.8
111.83,214.0
111.87,222.32
111.9,219.35
111.93,217.54
111.97,218.04
112.0,219.74
112.03,227.4
112.07,205.28
112.1,210.64
112.13,211.23
112.17,208.43
112.2,224.89
112.23,214.65
112.27,216.9
112.3,212.91
112.33,217.25
112.37,221.19
112.4,213.41
112.43,212.76
112.47,221.0
112.5,212.36
112.53,228.26
112.57,213.83
112.6,215.54
112.63,207.12
112.67,220.85
112.7,216.77
112.73,219.06
112.77,212.5
112.8,207.87
112.83,221.17
112.87,219.93
112.9,210.38
112.93,218.21
112.97,212.88
113.0,232.28
113.03,231.66
113.07,223.88
113.1,229.47
113.13,233.42
113.17,222.28
113.2,219.1
113.23,215.71
113.27,217.0
113.3,237.52
113.33,229.0
113.37,223.81
113.4,216.34
113.43,215.79
113.47,221.22
113.5,225.38
113.53,229.85
113.57,224.13
113.6,225.09
113.63,224.5
113.67,229.77
113.7,224.91
113.73,226.35
113.77,222.46
113.8,225.98
113.83,222.22
113.87,227.07
113.9,211.08
113.93,229.39
113.97,225.14
114.0,230.62
114.03,227.74
114.07,219.56
114.1,225.26
114.13,227.37
114.17,226.46
114.2,224.3
114.23,230.51
114.27,231.09
114.3,221.11
114.33,227.46
114.37,230.35
114.4,233.98
114.43,228.25
114.47,226.81
114.5,225.86
114.53,226.6
114.57,220.53
114.6,226.53
114.63,214.11
114.67,219.28
114.7,221.24
114.73,220.81
114.77,228.4
114.8,221.98
114.83,224.3
114.87,226.24
114.9,228.23
114.93,226.21
114.97,234.19
115.0,207.29
115.03,210.44
115.07,219.26
115.1,224.23
115.13,212.7
115.17,213.82
115.2,225.58
115.23,215.36
115.27,214.1
115.3,218.07
115.33,207.05
115.37,218.94
115.4,218.03
115.43,204.74
115.47,205.23
115.5,216.83
115.53,211.29
115.57,221.31
115.6,212.77
115.63,216.37
115.67,209.85
115.7,212.97
115.73,219.93
115.77,209.52
115.8,208.13
115.83,212.78
115.87,222.43
115.9,215.57
115.93,222.29
115.97,223.26
116.0,215.63
116.03,215.04
116.07,214.87
116.1,211.59
116.13,217.68
116.17,216.27
116.2,212.43
116.23,215.14
116.27,222.55
116.3,224.97
116.33,212.18
116.37,212.02
116.4,218.53
116.43,218.18
116.47,212.73
116.5,211.54
116.53,216.88
